year,nomination,film,win
1957,Best Director - Motion Picture,"Bridge on the River Kwai, The",TRUE
1957,Best Director - Motion Picture,Sayonara,FALSE
1957,Best Director - Motion Picture,12 Angry Men (1957),FALSE
1957,Best Director - Motion Picture,Witness for the Prosecution,FALSE
1957,Best Director - Motion Picture,"Hatful of Rain, A",FALSE
1957,Cecil B. deMille Award,,FALSE
1957,Promoting International Understanding,"Happy Road, The",TRUE
1957,Television Achievement,,TRUE
1957,Television Achievement,,TRUE
1957,Television Achievement,,TRUE
1957,Television Achievement,,TRUE
1957,Special Achievement Award,,FALSE
1957,Special Achievement Award,,FALSE
1957,Special Achievement Award,,FALSE
1957,Special Achievement Award,,FALSE
1957,Special Achievement Award,,FALSE
1957,New Star Of The Year - Actress,Until They Sail,TRUE
1957,New Star Of The Year - Actress,,TRUE
1957,New Star Of The Year - Actress,Peyton Place,TRUE
1957,New Star Of The Year - Actor,Sayonara,TRUE
1957,New Star Of The Year - Actor,This Happy Feeling,TRUE
1957,New Star Of The Year - Actor,The Searchers,TRUE
1957,Actress In A Leading Role - Musical Or Comedy,Les Girls,TRUE
1957,Actress In A Leading Role - Musical Or Comedy,Les Girls,TRUE
1957,Actress In A Leading Role - Musical Or Comedy,Silk Stockings,FALSE
1957,Actress In A Leading Role - Musical Or Comedy,Love in the Afternoon,FALSE
1957,Actress In A Leading Role - Musical Or Comedy,This Could Be the Night,FALSE
1957,Foreign Film - Foreign Language,Confessions Of Felix Krull,TRUE
1957,Foreign Film - Foreign Language,Tizoc,TRUE
1957,Foreign Film - Foreign Language,Kiiroi karasu (Yellow Crow),TRUE
1957,Foreign Film - English Language,Woman In A Dressing Gown,TRUE
1957,Henrietta Award (World Film Favorites),,TRUE
1957,Henrietta Award (World Film Favorites),,TRUE
1958,Best Motion Picture - Drama,"Defiant Ones, The",TRUE
1958,Best Motion Picture - Drama,Home Before Dark,FALSE
1958,Best Motion Picture - Drama,I Want To Live!,FALSE
1958,Best Motion Picture - Drama,Separate Tables,FALSE
1958,Best Motion Picture - Drama,Cat on a Hot Tin Roof,FALSE
1958,Best Performance by an Actress in a Motion Picture - Drama,I Want To Live!,TRUE
1958,Best Performance by an Actress in a Motion Picture - Drama,"Inn of the Sixth Happiness, The",FALSE
1958,Best Performance by an Actress in a Motion Picture - Drama,Separate Tables,FALSE
1958,Best Performance by an Actress in a Motion Picture - Drama,Some Came Running,FALSE
1958,Best Performance by an Actress in a Motion Picture - Drama,Home Before Dark,FALSE
1958,Best Performance by an Actor in a Motion Picture - Drama,Separate Tables,TRUE
1958,Best Performance by an Actor in a Motion Picture - Drama,"Defiant Ones, The",FALSE
1958,Best Performance by an Actor in a Motion Picture - Drama,"Defiant Ones, The",FALSE
1958,Best Performance by an Actor in a Motion Picture - Drama,"Inn of the Sixth Happiness, The",FALSE
1958,Best Performance by an Actor in a Motion Picture - Drama,"Old Man and the Sea, The",FALSE
1958,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Me and the Colonel,TRUE
1958,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gigi,FALSE
1958,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Teacher's Pet,FALSE
1958,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Indiscreet,FALSE
1958,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gigi,FALSE
1958,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gigi,TRUE
1958,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lonelyhearts,FALSE
1958,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Defiant Ones, The",FALSE
1958,Best Performance by an Actress in a Supporting Role in any Motion Picture,Auntie Mame,FALSE
1958,Best Performance by an Actress in a Supporting Role in any Motion Picture,Separate Tables,FALSE
1958,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Big Country, The",TRUE
1958,Best Performance by an Actor in a Supporting Role in any Motion Picture,Houseboat,FALSE
1958,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Proud Rebel, The",FALSE
1958,Best Performance by an Actor in a Supporting Role in any Motion Picture,Teacher's Pet,FALSE
1958,Best Performance by an Actor in a Supporting Role in any Motion Picture,Home Before Dark,FALSE
1958,Best Director - Motion Picture,Gigi,TRUE
1958,Best Director - Motion Picture,Cat on a Hot Tin Roof,FALSE
1958,Best Director - Motion Picture,"Defiant Ones, The",FALSE
1958,Best Director - Motion Picture,Separate Tables,FALSE
1958,Best Director - Motion Picture,I Want To Live!,FALSE
1958,Cecil B. deMille Award,,FALSE
1958,Picture - Musical,Gigi,TRUE
1958,Picture - Musical,Damn Yankees,FALSE
1958,Picture - Musical,Tom Thumb,FALSE
1958,Promoting International Understanding,"Inn of the Sixth Happiness, The",TRUE
1958,Promoting International Understanding,"Defiant Ones, The",FALSE
1958,Promoting International Understanding,Me and the Colonel,FALSE
1958,Promoting International Understanding,"Time to Love and a Time to Die, A",FALSE
1958,Promoting International Understanding,"Young Lions, The",FALSE
1958,Picture - Comedy,Auntie Mame,TRUE
1958,Picture - Comedy,The Perfect Furlough,FALSE
1958,Picture - Comedy,"Bell, Book and Candle",FALSE
1958,Picture - Comedy,Indiscreet,FALSE
1958,Picture - Comedy,Me and the Colonel,FALSE
1958,Television Achievement,,TRUE
1958,Television Achievement,,TRUE
1958,Television Achievement,,TRUE
1958,Television Achievement,,TRUE
1958,Television Achievement,,TRUE
1958,Television Achievement,,TRUE
1958,Special Achievement Award,,FALSE
1958,Samuel Goldwyn International Award,"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",TRUE
1958,New Star Of The Year - Actress,The Perfect Furlough,TRUE
1958,New Star Of The Year - Actress,"Gene Krupa Story, The",TRUE
1958,New Star Of The Year - Actress,God's Little Acre,TRUE
1958,New Star Of The Year - Actress,Auntie Mame,FALSE
1958,New Star Of The Year - Actress,"Light in the Forest, The",FALSE
1958,New Star Of The Year - Actress,South Pacific,FALSE
1958,New Star Of The Year - Actor,In Love and War - 1958,TRUE
1958,New Star Of The Year - Actor,"Time to Love and a Time to Die, A",TRUE
1958,New Star Of The Year - Actor,"Too Much, Too Soon",TRUE
1958,New Star Of The Year - Actor,"Proud Rebel, The",FALSE
1958,New Star Of The Year - Actor,Rio Bravo,FALSE
1958,New Star Of The Year - Actor,10 North Frederick,FALSE
1958,Juvenile Performance,"Proud Rebel, The",TRUE
1958,Actress In A Leading Role - Musical Or Comedy,Auntie Mame,TRUE
1958,Actress In A Leading Role - Musical Or Comedy,Indiscreet,FALSE
1958,Actress In A Leading Role - Musical Or Comedy,Gigi,FALSE
1958,Actress In A Leading Role - Musical Or Comedy,"Tunnel of Love, The",FALSE
1958,Actress In A Leading Role - Musical Or Comedy,South Pacific,FALSE
1958,Foreign Film - Foreign Language,Rosemary,TRUE
1958,Foreign Film - Foreign Language,The Year Long Road,TRUE
1958,Foreign Film - Foreign Language,L'eau vive (Girl And The River),TRUE
1958,Foreign Film - English Language,A Night To Remember,TRUE
1958,Henrietta Award (World Film Favorites),,TRUE
1958,Henrietta Award (World Film Favorites),,TRUE
1959,Best Motion Picture - Drama,Ben-Hur,TRUE
1959,Best Motion Picture - Drama,Anatomy of a Murder,FALSE
1959,Best Motion Picture - Drama,"Diary of Anne Frank, The",FALSE
1959,Best Motion Picture - Drama,"Nun's Story, The",FALSE
1959,Best Motion Picture - Drama,On The Beach,FALSE
1959,Best Performance by an Actress in a Motion Picture - Drama,"Suddenly, Last Summer",TRUE
1959,Best Performance by an Actress in a Motion Picture - Drama,"Nun's Story, The",FALSE
1959,Best Performance by an Actress in a Motion Picture - Drama,Anatomy of a Murder,FALSE
1959,Best Performance by an Actress in a Motion Picture - Drama,Room At The Top,FALSE
1959,Best Performance by an Actress in a Motion Picture - Drama,"Suddenly, Last Summer",FALSE
1959,Best Performance by an Actor in a Motion Picture - Drama,Career,TRUE
1959,Best Performance by an Actor in a Motion Picture - Drama,"Diary of Anne Frank, The",FALSE
1959,Best Performance by an Actor in a Motion Picture - Drama,Look Back In Anger,FALSE
1959,Best Performance by an Actor in a Motion Picture - Drama,Ben-Hur,FALSE
1959,Best Performance by an Actor in a Motion Picture - Drama,Middle of the Night,FALSE
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Some Like It Hot,TRUE
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,But Not For Me,FALSE
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Operation Petticoat,FALSE
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Who Was That Lady?,FALSE
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Porgy and Bess,FALSE
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,Imitation of Life,TRUE
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Nun's Story, The",FALSE
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,Take a Giant Step,FALSE
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,Imitation of Life,FALSE
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Diary of Anne Frank, The",FALSE
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben-Hur,TRUE
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,On The Beach,FALSE
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,Pillow Talk,FALSE
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Young Philadelphians, The",FALSE
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anatomy of a Murder,FALSE
1959,Best Director - Motion Picture,Ben-Hur,TRUE
1959,Best Director - Motion Picture,On The Beach,FALSE
1959,Best Director - Motion Picture,Anatomy of a Murder,FALSE
1959,Best Director - Motion Picture,"Diary of Anne Frank, The",FALSE
1959,Best Director - Motion Picture,"Nun's Story, The",FALSE
1959,Best Original Score - Motion Picture,On The Beach,TRUE
1959,Cecil B. deMille Award,,FALSE
1959,Famous Silent Filmstars,,FALSE
1959,Picture - Musical,Porgy and Bess,TRUE
1959,Picture - Musical,"Five Pennies, The",FALSE
1959,Picture - Musical,Li'l Abner,FALSE
1959,Picture - Musical,"Private's Affair, A",FALSE
1959,Picture - Musical,Say One For Me,FALSE
1959,Promoting International Understanding,"Diary of Anne Frank, The",TRUE
1959,Promoting International Understanding,"Nun's Story, The",FALSE
1959,Promoting International Understanding,Odds Against Tomorrow,FALSE
1959,Promoting International Understanding,On The Beach,FALSE
1959,Promoting International Understanding,Take a Giant Step,FALSE
1959,Picture - Comedy,Some Like It Hot,TRUE
1959,Picture - Comedy,But Not For Me,FALSE
1959,Picture - Comedy,Operation Petticoat,FALSE
1959,Picture - Comedy,Pillow Talk,FALSE
1959,Picture - Comedy,Who Was That Lady?,FALSE
1959,Television Achievement,77 Sunset Strip,TRUE
1959,Special Achievement Award,Ben-Hur,FALSE
1959,Special Achievement Award,"Nun's Story, The",FALSE
1959,Samuel Goldwyn International Award,Room At The Top,TRUE
1959,New Star Of The Year - Actress,Darby O'Gill and The Little People,TRUE
1959,New Star Of The Year - Actress,Say One For Me,TRUE
1959,New Star Of The Year - Actress,"Five Pennies, The",TRUE
1959,New Star Of The Year - Actress,Rio Bravo,TRUE
1959,New Star Of The Year - Actress,"Diary of Anne Frank, The",FALSE
1959,New Star Of The Year - Actress,Blue Denim,FALSE
1959,New Star Of The Year - Actress,Platinum High School,FALSE
1959,New Star Of The Year - Actress,This Earth Is Mine,FALSE
1959,New Star Of The Year - Actor,"Crimson Kimono, The",TRUE
1959,New Star Of The Year - Actor,"Private's Affair, A",TRUE
1959,New Star Of The Year - Actor,"Summer Place, A",TRUE
1959,New Star Of The Year - Actor,"Crime & Punishment, USA",TRUE
1959,New Star Of The Year - Actor,"Flying Fontaines, The",FALSE
1959,Actress In A Leading Role - Musical Or Comedy,Some Like It Hot,TRUE
1959,Actress In A Leading Role - Musical Or Comedy,Porgy and Bess,FALSE
1959,Actress In A Leading Role - Musical Or Comedy,Pillow Talk,FALSE
1959,Actress In A Leading Role - Musical Or Comedy,Ask Any Girl,FALSE
1959,Actress In A Leading Role - Musical Or Comedy,But Not For Me,FALSE
1959,Foreign Film - Foreign Language,Wir Wunderkinder (Aren't We Wonderful!),TRUE
1959,Foreign Film - Foreign Language,Black Orpheus,TRUE
1959,Foreign Film - Foreign Language,The Bridge,TRUE
1959,Foreign Film - Foreign Language,Odd Obsession,TRUE
1959,Foreign Film - Foreign Language,Wild Strawberries,TRUE
1959,Henrietta Award (World Film Favorites),,TRUE
1959,Henrietta Award (World Film Favorites),,TRUE
1960,Best Motion Picture - Drama,Spartacus,TRUE
1960,Best Motion Picture - Drama,Elmer Gantry,FALSE
1960,Best Motion Picture - Drama,Inherit the Wind - 1960,FALSE
1960,Best Motion Picture - Drama,Sons and Lovers,FALSE
1960,Best Motion Picture - Drama,Sunrise at Campobello,FALSE
1960,Best Performance by an Actress in a Motion Picture - Drama,Sunrise at Campobello,TRUE
1960,Best Performance by an Actress in a Motion Picture - Drama,Midnight Lace,FALSE
1960,Best Performance by an Actress in a Motion Picture - Drama,The World Of Suzie Wong,FALSE
1960,Best Performance by an Actress in a Motion Picture - Drama,Elmer Gantry,FALSE
1960,Best Performance by an Actress in a Motion Picture - Drama,Butterfield 8,FALSE
1960,Best Performance by an Actor in a Motion Picture - Drama,Elmer Gantry,TRUE
1960,Best Performance by an Actor in a Motion Picture - Drama,Inherit the Wind - 1960,FALSE
1960,Best Performance by an Actor in a Motion Picture - Drama,Sons and Lovers,FALSE
1960,Best Performance by an Actor in a Motion Picture - Drama,Spartacus,FALSE
1960,Best Performance by an Actor in a Motion Picture - Drama,Sons and Lovers,FALSE
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Apartment, The",TRUE
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Song Without End,FALSE
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pepe,FALSE
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Grass is Greener, The",FALSE
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Facts of Life, The",FALSE
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,Psycho,TRUE
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,From The Terrace,FALSE
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,Elmer Gantry,FALSE
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Dark at the Top of the Stairs, The",FALSE
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sons and Lovers,FALSE
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,Exodus,TRUE
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Plunderers, The",FALSE
